# metric: mean |SHAP|
rank,feature,value
1,inappropriate_lighting_today,0.03321487
2,any_sleep_issue_today,0.01486835
3,stress_today,0.01138838
4,lack_of_sleep_today,0.01076233
5,physical_fatigue_today,0.00968911
6,menstruation_today,0.00847172
7,ovulation_today,0.00544087
8,no_exercise_today,0.00436178
9,emotional_changes_today,0.00432704
10,cheese_chocolate_today,0.00410103
11,alcohol_today,0.00407757
12,specific_smells_today,0.00373250
13,exercise_today,0.00342667
14,oversleeping_today,0.00338070
15,moderate_exercise_min,0.00310350
16,excessive_smoking_today,0.00285809
17,overeating_today,0.00264903
18,exercise_as_trigger_today,0.00251563
19,travel_today,0.00231621
20,noise_today,0.00223975
21,sunlight_today,0.00202887
22,irregular_meals_today,0.00176109
23,weather_change_today,0.00175500
24,excessive_caffeine_today,0.00107057
25,dow,0.00095419
26,vigorous_exercise_min,0.00037940
