# metric: mean |SHAP|
rank,feature,value
1,inappropriate_lighting_today,0.02265631
2,menstruation_today,0.02145239
3,exercise_today,0.01261914
4,exercise_as_trigger_today,0.00814773
5,specific_smells_today,0.00812740
6,stress_today,0.00743863
7,sunlight_today,0.00572890
8,no_exercise_today,0.00543334
9,cheese_chocolate_today,0.00542699
10,noise_today,0.00535051
11,any_sleep_issue_today,0.00516047
12,lack_of_sleep_today,0.00497982
13,dow,0.00459417
14,excessive_smoking_today,0.00435730
15,irregular_meals_today,0.00378482
16,weather_change_today,0.00336264
17,moderate_exercise_min,0.00310978
18,emotional_changes_today,0.00264069
19,ovulation_today,0.00245456
20,physical_fatigue_today,0.00239270
21,overeating_today,0.00224413
22,oversleeping_today,0.00205359
23,alcohol_today,0.00205215
24,travel_today,0.00180925
25,excessive_caffeine_today,0.00153113
26,vigorous_exercise_min,0.00148506
