# metric: mean |SHAP|
rank,feature,value
1,menstruation_today,0.02004756
2,migraine_rate_last7,0.01534723
3,days_since_last_migraine,0.01249769
4,headache_free_streak,0.00808623
5,migraine_rate_last3,0.00698926
6,inappropriate_lighting_today,0.00562071
7,inappropriate_lighting,0.00456333
8,consecutive_sedentary_days,0.00289697
9,sleep_variability_7day,0.00278641
10,exercise_days_7day,0.00239988
11,sleep_disruption_today,0.00218405
12,overeating_today,0.00218007
13,ovulation_today,0.00204441
14,cheese_chocolate_today,0.00186662
15,consecutive_stress_days,0.00183806
16,stress_drop_today,0.00179232
17,weather_instability_3day,0.00177917
18,excessive_smoking_today,0.00174652
19,oversleeping_today,0.00158951
20,migraine_yesterday,0.00140040
21,weather_change_today,0.00129329
22,stress_today,0.00127666
23,any_sleep_issue_today,0.00124746
24,cheese_chocolate,0.00115132
25,sunlight,0.00109687
26,weather_change_yesterday,0.00108414
27,recent_weekend_sleep_issues,0.00105536
28,irregular_meals_today,0.00100070
29,lack_of_sleep_today,0.00099525
30,excessive_caffeine_today,0.00098738
31,exercise_today,0.00093779
32,consecutive_trigger_days,0.00092755
33,travel_today,0.00080452
34,no_exercise_today,0.00079999
35,sleep_debt_3day,0.00077955
36,exercise_as_trigger,0.00076304
37,recording_gap_flag,0.00071552
38,specific_smells_today,0.00068397
39,consecutive_weather_changes,0.00067556
40,dow,0.00065320
41,vigorous_exercise_min,0.00062598
42,consecutive_exercise_days,0.00048093
43,sunlight_today,0.00046121
44,exercise_as_trigger_today,0.00043814
45,physical_fatigue_today,0.00038872
46,moderate_exercise_min,0.00038021
47,weather_headache_interaction,0.00037790
48,excessive_smoking,0.00029666
49,emotional_changes_today,0.00028048
50,noise_today,0.00025824
51,alcohol_today,0.00023933
52,days_since_last_record,0.00019322
