# metric: mean |SHAP|
rank,feature,value
1,inappropriate_lighting_today,0.02843354
2,menstruation_today,0.01900651
3,stress_today,0.01361447
4,specific_smells_today,0.01047737
5,exercise_as_trigger_today,0.00914349
6,exercise_today,0.00891961
7,no_exercise_today,0.00706203
8,weather_change_today,0.00701853
9,lack_of_sleep_today,0.00648087
10,ovulation_today,0.00628510
11,irregular_meals_today,0.00611756
12,physical_fatigue_today,0.00599419
13,any_sleep_issue_today,0.00583187
14,travel_today,0.00536399
15,noise_today,0.00480118
16,excessive_smoking_today,0.00471958
17,cheese_chocolate_today,0.00439026
18,emotional_changes_today,0.00425187
19,dow,0.00422935
20,alcohol_today,0.00392635
21,sunlight_today,0.00365708
22,oversleeping_today,0.00340789
23,moderate_exercise_min,0.00315860
24,overeating_today,0.00309175
25,excessive_caffeine_today,0.00219131
26,vigorous_exercise_min,0.00123349
