# metric: mean |SHAP|
rank,feature,value
1,inappropriate_lighting_today,0.04094715
2,menstruation_today,0.01733197
3,any_sleep_issue_today,0.01481078
4,stress_today,0.01298915
5,lack_of_sleep_today,0.01222976
6,physical_fatigue_today,0.01159906
7,moderate_exercise_min,0.00546049
8,exercise_today,0.00504629
9,ovulation_today,0.00485210
10,emotional_changes_today,0.00480427
11,specific_smells_today,0.00466786
12,alcohol_today,0.00429198
13,no_exercise_today,0.00416561
14,cheese_chocolate_today,0.00341507
15,noise_today,0.00310180
16,excessive_smoking_today,0.00307488
17,oversleeping_today,0.00286669
18,irregular_meals_today,0.00254369
19,exercise_as_trigger_today,0.00238360
20,travel_today,0.00211068
21,overeating_today,0.00209852
22,dow,0.00194607
23,sunlight_today,0.00194178
24,weather_change_today,0.00166445
25,excessive_caffeine_today,0.00112273
26,vigorous_exercise_min,0.00038792
