# metric: mean |SHAP|
rank,feature,value
1,headache_free_streak,0.03684777
2,days_since_last_migraine,0.01982437
3,migraine_rate_last7,0.01617850
4,menstruation_today,0.01612395
5,inappropriate_lighting,0.01577785
6,inappropriate_lighting_today,0.01350448
7,migraine_rate_last3,0.01132202
8,migraine_yesterday,0.00865030
9,cheese_chocolate_today,0.00434504
10,sleep_variability_7day,0.00406208
11,emotional_changes_today,0.00345420
12,weather_headache_interaction,0.00291907
13,specific_smells_today,0.00241582
14,travel_today,0.00208280
15,recording_gap_flag,0.00198179
16,consecutive_sedentary_days,0.00196893
17,cheese_chocolate,0.00194829
18,sleep_disruption_today,0.00194351
19,overeating_today,0.00178614
20,exercise_days_7day,0.00175688
21,stress_today,0.00171357
22,no_exercise_today,0.00171106
23,alcohol_today,0.00162697
24,sunlight,0.00158784
25,ovulation_today,0.00145363
26,irregular_meals_today,0.00133779
27,noise_today,0.00129197
28,lack_of_sleep_today,0.00122097
29,sunlight_today,0.00120350
30,exercise_today,0.00119904
31,excessive_smoking_today,0.00119024
32,oversleeping_today,0.00116275
33,sleep_debt_3day,0.00107492
34,consecutive_exercise_days,0.00092943
35,days_since_last_record,0.00080348
36,excessive_smoking,0.00080045
37,any_sleep_issue_today,0.00075046
38,recent_weekend_sleep_issues,0.00074823
39,consecutive_trigger_days,0.00070657
40,dow,0.00069330
41,exercise_as_trigger_today,0.00062758
42,moderate_exercise_min,0.00059009
43,exercise_as_trigger,0.00053770
44,physical_fatigue_today,0.00044768
45,vigorous_exercise_min,0.00042879
46,stress_drop_today,0.00038878
47,weather_instability_3day,0.00035915
48,consecutive_stress_days,0.00034268
49,excessive_caffeine_today,0.00032510
50,weather_change_today,0.00031285
51,weather_change_yesterday,0.00028639
52,consecutive_weather_changes,0.00022018
