# metric: mean |SHAP|
rank,feature,value
1,moderate_exercise_min,0.00388516
2,dow,0.00301796
3,stress_today,0.00294511
4,exercise_today,0.00266527
5,lack_of_sleep_today,0.00221225
6,menstruation_today,0.00154204
7,vigorous_exercise_min,0.00108915
8,physical_fatigue_today,0.00100549
9,emotional_changes_today,0.00086121
10,specific_smells_today,0.00083049
11,weather_change_today,0.00074164
12,exercise_as_trigger_today,0.00070708
13,excessive_smoking_today,0.00050680
14,irregular_meals_today,0.00040422
15,oversleeping_today,0.00032003
16,excessive_caffeine_today,0.00027763
17,noise_today,0.00025385
18,ovulation_today,0.00024492
19,no_exercise_today,0.00023184
20,sunlight_today,0.00018366
21,alcohol_today,0.00014344
22,cheese_chocolate_today,0.00012776
23,overeating_today,0.00002507
24,any_sleep_issue_today,0.00001771
25,travel_today,0.00000000
26,inappropriate_lighting_today,0.00000000
