x,y,proba,method
-4.0518107414245605,2.393684148788452,0.040015809237957,UMAP
-5.10450553894043,-4.361757278442383,0.02686445042490959,UMAP
-9.7722806930542,-16.768470764160156,0.018101578578352928,UMAP
11.51478099822998,-5.634985446929932,0.01701080985367298,UMAP
7.755152225494385,-11.410844802856445,0.022231487557291985,UMAP
1.9146648645401,-8.141064643859863,0.027172710746526718,UMAP
-5.44441556930542,5.429401874542236,0.03236250579357147,UMAP
-5.100364685058594,-4.360843181610107,0.031839367002248764,UMAP
-3.5774178504943848,9.252679824829102,0.0374399870634079,UMAP
13.227662086486816,-16.620515823364258,0.021466132253408432,UMAP
9.429296493530273,-4.57037353515625,0.021485701203346252,UMAP
7.742605686187744,-11.423905372619629,0.025419654324650764,UMAP
3.3071935176849365,-5.529452323913574,0.03652428463101387,UMAP
-3.00107741355896,2.2905240058898926,0.03302663937211037,UMAP
-4.89647912979126,-5.045848369598389,0.023215830326080322,UMAP
-2.5091280937194824,9.145980834960938,0.035760801285505295,UMAP
-9.475410461425781,-5.4520978927612305,0.02107812650501728,UMAP
11.228923797607422,9.684229850769043,0.018132248893380165,UMAP
-9.507974624633789,-17.079084396362305,0.01904279738664627,UMAP
11.021641731262207,0.7275490760803223,0.023359959945082664,UMAP
-5.444611549377441,5.429366588592529,0.03236250579357147,UMAP
-5.110110282897949,-4.351053237915039,0.031839367002248764,UMAP
-3.6012864112854004,9.253442764282227,0.0374399870634079,UMAP
0.46216636896133423,-10.16229248046875,0.028903894126415253,UMAP
1.9014785289764404,-8.11421012878418,0.027172710746526718,UMAP
7.748061180114746,-11.419145584106445,0.025419654324650764,UMAP
11.045174598693848,0.7040179967880249,0.023359959945082664,UMAP
-0.89838045835495,24.269672393798828,0.22123368084430695,UMAP
-4.898946285247803,-5.037487983703613,0.023215830326080322,UMAP
23.143272399902344,5.577546119689941,0.18462112545967102,UMAP
-9.463930130004883,-5.44075345993042,0.02107812650501728,UMAP
11.956829071044922,-5.2187371253967285,0.02919614128768444,UMAP
8.127922058105469,-7.2555060386657715,0.016277210786938667,UMAP
2.1307566165924072,-8.848087310791016,0.02270924299955368,UMAP
