addition,target,feature_set,architecture,version,datasplit,splittype,hyperparameter,hp_strategy,hp_variant,threshold_mcc,threshold_sens,holdout_ts,cv_ts,holdout_AUROC,holdout_AUPRC,holdout_Brier Score,holdout_ECE10,holdout_Calibration Slope,holdout_MCC (Optimal),holdout_Sensitivity (>=0.5),holdout_Accuracy,holdout_Precision,holdout_Recall,holdout_F1,cv_AUROC,cv_AUPRC,cv_Brier Score,cv_ECE10,cv_Calibration Slope,cv_MCC (Cal-Optimal),cv_Sensitivity (>=0.5),cv_Accuracy,cv_Precision,cv_Recall,cv_F1
0,headache,no_rolling_features,stacked_2xgb_meta_lr,,80_20,chrono,,,,0.220,0.220,2026-05-15 19:07:03,,0.475 [0.370 - 0.588],0.141 [0.087 - 0.204],0.131 [0.108 - 0.156],0.100 [0.056 - 0.143],-0.956 [-2.815 - 0.701],-0.043 [-0.160 - 0.091],0.372 [0.206 - 0.548],0.539 [0.479 - 0.607],0.118 [0.057 - 0.184],0.372 [0.206 - 0.548],0.178 [0.091 - 0.265],,,,,,,,,,,
0,headache,no_rolling_features,stacked_2xgb_meta_lr,,80_20,patient,,,,0.160,0.130,2026-05-23 11:24:55,,0.522 [0.479 - 0.567],0.264 [0.225 - 0.309],0.192 [0.171 - 0.211],0.101 [0.073 - 0.127],0.999 [-1.038 - 3.085],0.041 [-0.034 - 0.118],0.855 [0.809 - 0.900],0.753 [0.726 - 0.781],0.347 [0.150 - 0.563],0.037 [0.014 - 0.065],0.067 [0.025 - 0.116],,,,,,,,,,,
0,headache,no_rolling_features,stacked_2xgb_meta_lr,,80_20,stratified,,,,0.190,0.130,2026-05-15 19:07:11,,0.433 [0.389 - 0.474],0.206 [0.178 - 0.237],0.192 [0.174 - 0.212],0.109 [0.084 - 0.136],-1.560 [-2.396 - -0.761],-0.038 [-0.084 - 0.022],0.546 [0.480 - 0.609],0.748 [0.719 - 0.775],0.132 [0.000 - 0.294],0.014 [0.000 - 0.032],0.025 [0.000 - 0.056],,,,,,,,,,,
0,headache,spano_features,blended_xgb_lr_spano2026,,70_15_15,chrono,,,,0.260,0.250,2026-05-15 19:07:18,2026-05-15 19:21:31,0.534 [0.394 - 0.671],0.168 [0.089 - 0.264],0.132 [0.097 - 0.171],0.078 [0.038 - 0.126],0.012 [-0.154 - 0.673],-0.012 [-0.116 - 0.181],0.262 [0.067 - 0.471],0.816 [0.750 - 0.875],0.124 [0.000 - 0.417],0.050 [0.000 - 0.167],0.069 [0.000 - 0.235],0.586 ± 0.040,0.277 ± 0.062,0.169 ± 0.032,0.060 ± 0.033,0.089 ± 0.040,0.117 ± 0.068,0.479 ± 0.138,0.726 ± 0.070,0.324 ± 0.107,0.264 ± 0.155,0.265 ± 0.106
0,headache,spano_features,stacked_2xgb_meta_lr,,70_15_15,chrono,,,,0.430,0.220,2026-05-15 19:07:26,2026-05-15 19:08:52,0.535 [0.390 - 0.673],0.226 [0.104 - 0.394],0.127 [0.093 - 0.164],0.078 [0.036 - 0.124],0.263 [-0.748 - 1.294],0.059 [-0.083 - 0.306],0.313 [0.111 - 0.526],0.846 [0.787 - 0.897],0.265 [0.000 - 1.000],0.053 [0.000 - 0.176],0.086 [0.000 - 0.273],0.595 ± 0.030,0.318 ± 0.048,0.163 ± 0.025,0.046 ± 0.012,0.948 ± 0.581,0.151 ± 0.042,0.516 ± 0.086,0.757 ± 0.049,0.398 ± 0.073,0.210 ± 0.090,0.254 ± 0.065
0,headache,spano_features,stacked_2xgb_meta_lr,,70_15_15,patient,,,,0.210,0.270,2026-05-22 15:00:07,,0.620 [0.567 - 0.677],0.376 [0.295 - 0.456],0.158 [0.144 - 0.174],0.061 [0.031 - 0.089],1.362 [0.864 - 1.906],0.069 [-0.006 - 0.140],0.424 [0.345 - 0.505],0.407 [0.371 - 0.443],0.226 [0.188 - 0.265],0.764 [0.692 - 0.831],0.348 [0.300 - 0.399],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,70_15_15,stratified,,,,0.450,0.260,2026-05-23 11:04:33,,0.664 [0.615 - 0.714],0.413 [0.339 - 0.487],0.168 [0.152 - 0.183],0.035 [0.015 - 0.060],1.379 [0.963 - 1.841],0.170 [0.082 - 0.259],0.528 [0.452 - 0.606],0.774 [0.743 - 0.805],0.649 [0.444 - 0.862],0.082 [0.044 - 0.127],0.144 [0.083 - 0.216],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,70_30,chrono,,,,0.260,0.190,2026-05-23 11:04:01,,0.638 [0.573 - 0.704],0.389 [0.297 - 0.480],0.149 [0.130 - 0.170],0.044 [0.018 - 0.070],1.490 [0.853 - 2.183],0.253 [0.151 - 0.352],0.598 [0.504 - 0.687],0.797 [0.765 - 0.830],0.469 [0.351 - 0.588],0.284 [0.198 - 0.371],0.352 [0.260 - 0.439],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,70_30,patient,,,,0.150,0.120,2026-05-23 11:05:06,,0.631 [0.593 - 0.667],0.354 [0.306 - 0.404],0.182 [0.165 - 0.198],0.093 [0.070 - 0.115],1.290 [0.942 - 1.614],0.170 [0.114 - 0.223],0.715 [0.663 - 0.767],0.668 [0.640 - 0.693],0.341 [0.296 - 0.387],0.452 [0.395 - 0.506],0.388 [0.344 - 0.432],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,70_30,stratified,,,,0.190,0.120,2026-05-15 19:07:49,,0.662 [0.626 - 0.696],0.423 [0.370 - 0.478],0.183 [0.167 - 0.199],0.097 [0.074 - 0.118],2.515 [1.964 - 3.087],0.226 [0.163 - 0.291],0.834 [0.792 - 0.876],0.777 [0.754 - 0.799],0.579 [0.487 - 0.676],0.178 [0.136 - 0.220],0.272 [0.214 - 0.328],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,80_20,chrono,,,,0.290,0.250,2026-05-15 19:07:57,,0.547 [0.434 - 0.667],0.248 [0.122 - 0.376],0.124 [0.100 - 0.150],0.094 [0.055 - 0.137],0.540 [-0.412 - 1.439],0.060 [-0.086 - 0.201],0.370 [0.194 - 0.543],0.764 [0.709 - 0.816],0.183 [0.056 - 0.311],0.213 [0.069 - 0.360],0.194 [0.063 - 0.314],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,80_20,patient,,,,0.210,0.130,2026-05-22 15:00:29,,0.632 [0.587 - 0.676],0.370 [0.305 - 0.434],0.185 [0.166 - 0.203],0.095 [0.067 - 0.120],1.616 [1.080 - 2.141],0.152 [0.078 - 0.229],0.698 [0.636 - 0.758],0.756 [0.732 - 0.783],0.467 [0.352 - 0.594],0.146 [0.103 - 0.193],0.222 [0.162 - 0.287],,,,,,,,,,,
0,headache,spano_features,stacked_2xgb_meta_lr,,80_20,stratified,,,,0.130,0.120,2026-05-22 23:29:51,,0.674 [0.633 - 0.711],0.438 [0.376 - 0.500],0.190 [0.172 - 0.209],0.106 [0.082 - 0.132],35.854 [27.348 - 44.382],0.212 [0.139 - 0.281],1.000 [1.000 - 1.000],0.733 [0.704 - 0.761],0.417 [0.347 - 0.486],0.346 [0.286 - 0.409],0.378 [0.317 - 0.436],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.230,0.200,2026-05-15 19:08:59,,0.571 [0.371 - 0.777],0.061 [0.019 - 0.121],0.047 [0.023 - 0.078],0.054 [0.030 - 0.082],0.051 [-0.827 - 0.712],-0.059 [-0.093 - -0.028],0.000 [0.000 - 0.000],0.876 [0.816 - 0.926],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUPRC_slope,knee,0.110,0.160,2026-05-15 19:09:07,,0.476 [0.303 - 0.647],0.047 [0.016 - 0.092],0.048 [0.022 - 0.078],0.060 [0.037 - 0.092],-0.406 [-1.301 - 0.117],-0.095 [-0.144 - -0.046],0.000 [0.000 - 0.000],0.766 [0.697 - 0.838],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.100,0.120,2026-05-15 19:09:14,,0.457 [0.370 - 0.549],0.046 [0.014 - 0.081],0.047 [0.021 - 0.079],0.058 [0.036 - 0.088],-0.758 [-1.269 - -0.321],-0.102 [-0.153 - -0.049],0.000 [0.000 - 0.000],0.743 [0.669 - 0.816],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.260,0.170,2026-05-15 19:09:22,,0.679 [0.552 - 0.799],0.076 [0.025 - 0.144],0.043 [0.019 - 0.071],0.051 [0.027 - 0.077],0.474 [0.054 - 0.992],-0.032 [-0.057 - -0.011],0.000 [0.000 - 0.000],0.934 [0.890 - 0.971],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUROC_slope,knee,0.310,0.200,2026-05-15 19:09:29,,0.647 [0.426 - 0.885],0.155 [0.020 - 0.495],0.039 [0.016 - 0.068],0.045 [0.026 - 0.068],0.677 [-0.269 - 2.069],-0.021 [-0.044 - 0.000],0.190 [0.000 - 0.667],0.948 [0.904 - 0.978],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.100,0.120,2026-05-15 19:09:38,,0.499 [0.340 - 0.674],0.050 [0.017 - 0.095],0.046 [0.021 - 0.078],0.050 [0.028 - 0.079],-0.859 [-2.996 - 0.083],-0.086 [-0.128 - -0.042],0.000 [0.000 - 0.000],0.796 [0.728 - 0.860],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,single_AUROC,HP020,0.100,0.210,2026-05-15 19:09:45,,0.633 [0.462 - 0.842],0.130 [0.020 - 0.395],0.040 [0.018 - 0.069],0.049 [0.030 - 0.073],0.633 [-0.072 - 1.775],-0.026 [-0.134 - 0.158],0.190 [0.000 - 0.667],0.729 [0.654 - 0.801],0.028 [0.000 - 0.096],0.190 [0.000 - 0.667],0.048 [0.000 - 0.158],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,single_AUROC,HP050,0.100,0.210,2026-05-15 19:09:52,,0.633 [0.462 - 0.842],0.130 [0.020 - 0.395],0.040 [0.018 - 0.069],0.049 [0.030 - 0.073],0.633 [-0.072 - 1.775],-0.026 [-0.134 - 0.158],0.190 [0.000 - 0.667],0.729 [0.654 - 0.801],0.028 [0.000 - 0.096],0.190 [0.000 - 0.667],0.048 [0.000 - 0.158],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,single_AUROC,HP100,0.240,0.250,2026-05-15 19:09:58,,0.562 [0.357 - 0.817],0.097 [0.018 - 0.282],0.042 [0.019 - 0.072],0.056 [0.034 - 0.082],0.260 [-0.509 - 1.321],0.120 [-0.054 - 0.451],0.190 [0.000 - 0.667],0.926 [0.875 - 0.963],0.140 [0.000 - 0.500],0.190 [0.000 - 0.667],0.149 [0.000 - 0.444],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,single_AUROC,HP200,0.140,0.180,2026-05-15 19:10:07,,0.540 [0.376 - 0.725],0.056 [0.018 - 0.113],0.045 [0.021 - 0.076],0.058 [0.032 - 0.087],-0.012 [-0.641 - 0.659],-0.088 [-0.133 - -0.043],0.000 [0.000 - 0.000],0.788 [0.713 - 0.853],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,HyperparameterTuned,single_AUROC,HP500,0.150,0.170,2026-05-15 19:10:14,,0.575 [0.342 - 0.791],0.064 [0.020 - 0.127],0.043 [0.019 - 0.073],0.052 [0.028 - 0.079],0.231 [-0.572 - 1.046],0.011 [-0.107 - 0.215],0.000 [0.000 - 0.000],0.810 [0.743 - 0.875],0.043 [0.000 - 0.143],0.190 [0.000 - 0.667],0.067 [0.000 - 0.217],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,chrono,,,,0.300,0.140,2026-05-22 23:03:36,2026-05-15 19:15:18,0.610 [0.434 - 0.849],0.236 [0.018 - 0.686],0.039 [0.015 - 0.067],0.051 [0.033 - 0.074],1.894 [-0.114 - 2.284],0.213 [-0.035 - 0.660],0.190 [0.000 - 0.667],0.955 [0.919 - 0.985],0.314 [0.000 - 1.000],0.190 [0.000 - 0.667],0.216 [0.000 - 0.667],0.662 ± 0.076,0.190 ± 0.083,0.060 ± 0.015,0.029 ± 0.018,0.846 ± 0.510,0.131 ± 0.103,0.440 ± 0.203,0.888 ± 0.069,0.231 ± 0.173,0.176 ± 0.110,0.172 ± 0.098
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.140,0.090,2026-05-22 18:18:44,,0.585 [0.483 - 0.690],0.145 [0.069 - 0.264],0.053 [0.040 - 0.068],0.037 [0.019 - 0.053],1.511 [0.304 - 2.657],0.129 [0.029 - 0.259],0.485 [0.333 - 0.649],0.893 [0.869 - 0.915],0.159 [0.071 - 0.275],0.216 [0.100 - 0.360],0.182 [0.085 - 0.302],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUPRC_slope,knee,0.110,0.120,2026-05-22 18:18:54,,0.683 [0.599 - 0.775],0.180 [0.094 - 0.307],0.051 [0.038 - 0.066],0.024 [0.009 - 0.039],1.099 [0.603 - 1.615],0.128 [0.035 - 0.228],0.326 [0.185 - 0.484],0.824 [0.796 - 0.853],0.123 [0.069 - 0.189],0.353 [0.212 - 0.512],0.181 [0.105 - 0.269],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.090,0.110,2026-05-22 18:19:04,,0.678 [0.592 - 0.771],0.182 [0.094 - 0.316],0.051 [0.038 - 0.066],0.028 [0.013 - 0.043],1.235 [0.697 - 1.772],0.149 [0.062 - 0.242],0.324 [0.184 - 0.472],0.787 [0.756 - 0.817],0.122 [0.072 - 0.180],0.458 [0.308 - 0.618],0.192 [0.118 - 0.269],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.100,0.110,2026-05-22 18:24:18,,0.679 [0.590 - 0.772],0.179 [0.095 - 0.302],0.051 [0.038 - 0.066],0.029 [0.012 - 0.044],1.170 [0.634 - 1.741],0.152 [0.064 - 0.247],0.432 [0.288 - 0.588],0.791 [0.760 - 0.821],0.125 [0.074 - 0.182],0.458 [0.308 - 0.618],0.195 [0.122 - 0.275],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUROC_slope,knee,0.110,0.120,2026-05-22 18:24:29,,0.688 [0.603 - 0.776],0.189 [0.094 - 0.318],0.051 [0.038 - 0.066],0.024 [0.009 - 0.038],1.100 [0.602 - 1.610],0.131 [0.039 - 0.233],0.297 [0.161 - 0.447],0.827 [0.798 - 0.854],0.125 [0.070 - 0.193],0.353 [0.212 - 0.512],0.184 [0.107 - 0.272],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.090,0.110,2026-05-23 12:37:48,,0.691 [0.605 - 0.779],0.186 [0.097 - 0.313],0.051 [0.038 - 0.066],0.025 [0.009 - 0.039],1.181 [0.674 - 1.702],0.146 [0.059 - 0.242],0.353 [0.212 - 0.512],0.784 [0.751 - 0.815],0.120 [0.071 - 0.177],0.458 [0.308 - 0.618],0.190 [0.117 - 0.267],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,single_AUROC,HP020,0.110,0.110,2026-05-22 18:30:55,,0.685 [0.598 - 0.775],0.176 [0.093 - 0.303],0.051 [0.038 - 0.066],0.028 [0.012 - 0.043],1.187 [0.678 - 1.716],0.164 [0.066 - 0.267],0.377 [0.233 - 0.537],0.845 [0.817 - 0.874],0.149 [0.083 - 0.226],0.377 [0.233 - 0.537],0.212 [0.126 - 0.307],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,single_AUROC,HP050,0.110,0.090,2026-05-22 18:31:07,,0.576 [0.468 - 0.685],0.156 [0.072 - 0.288],0.053 [0.040 - 0.067],0.037 [0.020 - 0.053],1.480 [0.341 - 2.526],0.092 [0.002 - 0.194],0.406 [0.256 - 0.565],0.801 [0.769 - 0.830],0.101 [0.049 - 0.162],0.326 [0.175 - 0.486],0.153 [0.077 - 0.240],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,single_AUROC,HP100,0.110,0.090,2026-05-22 18:31:20,,0.576 [0.468 - 0.685],0.156 [0.072 - 0.288],0.053 [0.040 - 0.067],0.037 [0.020 - 0.053],1.480 [0.341 - 2.526],0.092 [0.002 - 0.194],0.406 [0.256 - 0.565],0.801 [0.769 - 0.830],0.101 [0.049 - 0.162],0.326 [0.175 - 0.486],0.153 [0.077 - 0.240],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,single_AUROC,HP200,0.110,0.110,2026-05-22 18:31:33,,0.673 [0.585 - 0.768],0.171 [0.088 - 0.290],0.051 [0.038 - 0.066],0.028 [0.012 - 0.042],1.224 [0.656 - 1.819],0.135 [0.037 - 0.234],0.326 [0.185 - 0.484],0.845 [0.817 - 0.872],0.134 [0.068 - 0.207],0.326 [0.185 - 0.484],0.188 [0.101 - 0.281],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,HyperparameterTuned,single_AUROC,HP500,0.090,0.120,2026-05-22 18:31:44,,0.667 [0.576 - 0.768],0.169 [0.088 - 0.291],0.051 [0.038 - 0.066],0.028 [0.014 - 0.044],1.092 [0.553 - 1.611],0.121 [0.038 - 0.215],0.379 [0.233 - 0.535],0.769 [0.737 - 0.802],0.108 [0.062 - 0.162],0.432 [0.286 - 0.596],0.172 [0.103 - 0.250],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,patient,,,,0.110,0.120,2026-05-22 15:00:40,,0.660 [0.554 - 0.757],0.179 [0.092 - 0.303],0.051 [0.038 - 0.066],0.028 [0.013 - 0.043],1.199 [0.573 - 1.789],0.195 [0.098 - 0.297],0.378 [0.225 - 0.532],0.833 [0.805 - 0.860],0.157 [0.094 - 0.230],0.459 [0.308 - 0.617],0.233 [0.148 - 0.326],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.300,0.140,2026-05-15 19:10:29,,0.706 [0.628 - 0.781],0.219 [0.126 - 0.344],0.063 [0.048 - 0.079],0.021 [0.008 - 0.037],0.725 [0.431 - 1.029],0.208 [0.079 - 0.349],0.431 [0.304 - 0.571],0.920 [0.898 - 0.940],0.367 [0.176 - 0.588],0.166 [0.071 - 0.273],0.226 [0.102 - 0.356],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUPRC_slope,knee,0.260,0.140,2026-05-15 19:10:37,,0.721 [0.634 - 0.797],0.218 [0.130 - 0.327],0.062 [0.048 - 0.078],0.015 [0.005 - 0.029],0.794 [0.483 - 1.118],0.199 [0.071 - 0.337],0.431 [0.293 - 0.585],0.908 [0.885 - 0.928],0.296 [0.147 - 0.469],0.207 [0.098 - 0.333],0.241 [0.118 - 0.372],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.230,0.160,2026-05-15 19:10:44,,0.721 [0.636 - 0.796],0.225 [0.133 - 0.347],0.062 [0.048 - 0.078],0.018 [0.006 - 0.033],0.859 [0.542 - 1.185],0.228 [0.096 - 0.355],0.411 [0.278 - 0.545],0.907 [0.885 - 0.926],0.310 [0.160 - 0.465],0.249 [0.121 - 0.377],0.274 [0.143 - 0.396],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.240,0.160,2026-05-15 19:10:51,,0.723 [0.641 - 0.798],0.228 [0.138 - 0.348],0.062 [0.047 - 0.077],0.019 [0.007 - 0.034],0.787 [0.501 - 1.099],0.232 [0.110 - 0.361],0.411 [0.275 - 0.550],0.903 [0.881 - 0.925],0.303 [0.176 - 0.452],0.268 [0.152 - 0.396],0.282 [0.162 - 0.404],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUROC_slope,knee,0.260,0.150,2026-05-15 19:10:59,,0.721 [0.641 - 0.795],0.227 [0.133 - 0.346],0.062 [0.048 - 0.078],0.019 [0.006 - 0.034],0.825 [0.525 - 1.156],0.186 [0.051 - 0.321],0.430 [0.295 - 0.568],0.909 [0.888 - 0.931],0.292 [0.125 - 0.469],0.186 [0.077 - 0.306],0.224 [0.096 - 0.356],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.250,0.140,2026-05-15 19:11:07,,0.704 [0.625 - 0.778],0.229 [0.130 - 0.355],0.063 [0.048 - 0.079],0.016 [0.005 - 0.030],0.829 [0.496 - 1.169],0.204 [0.063 - 0.348],0.390 [0.256 - 0.537],0.923 [0.901 - 0.943],0.393 [0.167 - 0.636],0.145 [0.056 - 0.255],0.209 [0.082 - 0.338],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,single_AUROC,HP020,0.260,0.140,2026-05-15 19:11:15,,0.719 [0.636 - 0.796],0.233 [0.137 - 0.354],0.062 [0.048 - 0.078],0.015 [0.005 - 0.030],0.797 [0.487 - 1.116],0.179 [0.056 - 0.319],0.451 [0.311 - 0.590],0.912 [0.889 - 0.932],0.300 [0.133 - 0.500],0.166 [0.068 - 0.278],0.211 [0.094 - 0.338],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,single_AUROC,HP050,0.260,0.140,2026-05-15 19:11:23,,0.719 [0.636 - 0.796],0.233 [0.137 - 0.354],0.062 [0.048 - 0.078],0.015 [0.005 - 0.030],0.797 [0.487 - 1.116],0.179 [0.056 - 0.319],0.451 [0.311 - 0.590],0.912 [0.889 - 0.932],0.300 [0.133 - 0.500],0.166 [0.068 - 0.278],0.211 [0.094 - 0.338],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,single_AUROC,HP100,0.260,0.140,2026-05-15 19:11:31,,0.719 [0.636 - 0.796],0.233 [0.137 - 0.354],0.062 [0.048 - 0.078],0.015 [0.005 - 0.030],0.797 [0.487 - 1.116],0.179 [0.056 - 0.319],0.451 [0.311 - 0.590],0.912 [0.889 - 0.932],0.300 [0.133 - 0.500],0.166 [0.068 - 0.278],0.211 [0.094 - 0.338],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,single_AUROC,HP200,0.260,0.140,2026-05-15 19:11:38,,0.727 [0.644 - 0.802],0.264 [0.151 - 0.398],0.062 [0.047 - 0.077],0.021 [0.008 - 0.037],0.792 [0.510 - 1.101],0.256 [0.129 - 0.400],0.452 [0.316 - 0.585],0.915 [0.892 - 0.937],0.365 [0.208 - 0.543],0.247 [0.137 - 0.375],0.292 [0.169 - 0.430],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,HyperparameterTuned,single_AUROC,HP500,0.250,0.140,2026-05-15 19:11:46,,0.723 [0.640 - 0.796],0.245 [0.143 - 0.375],0.062 [0.047 - 0.078],0.019 [0.007 - 0.035],0.803 [0.520 - 1.105],0.216 [0.099 - 0.355],0.431 [0.298 - 0.561],0.908 [0.883 - 0.928],0.309 [0.167 - 0.485],0.228 [0.120 - 0.352],0.260 [0.146 - 0.395],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_15_15,stratified,,,,0.270,0.120,2026-05-22 23:03:59,,0.716 [0.639 - 0.788],0.225 [0.129 - 0.350],0.062 [0.047 - 0.078],0.018 [0.006 - 0.035],0.944 [0.604 - 1.307],0.142 [-0.020 - 0.299],0.470 [0.341 - 0.604],0.927 [0.906 - 0.947],0.442 [0.000 - 1.000],0.062 [0.000 - 0.145],0.107 [0.000 - 0.241],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.220,0.080,2026-05-15 19:36:53,,0.766 [0.667 - 0.845],0.278 [0.160 - 0.416],0.056 [0.041 - 0.073],0.018 [0.005 - 0.033],1.291 [0.850 - 1.773],0.302 [0.151 - 0.454],0.659 [0.500 - 0.800],0.925 [0.904 - 0.946],0.406 [0.231 - 0.591],0.288 [0.146 - 0.432],0.333 [0.185 - 0.475],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUPRC_slope,knee,0.230,0.080,2026-05-15 19:36:54,,0.768 [0.676 - 0.846],0.309 [0.174 - 0.455],0.056 [0.042 - 0.073],0.019 [0.007 - 0.034],1.289 [0.844 - 1.756],0.224 [0.047 - 0.392],0.633 [0.471 - 0.778],0.936 [0.913 - 0.955],0.578 [0.167 - 1.000],0.105 [0.023 - 0.211],0.175 [0.042 - 0.320],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.190,0.070,2026-05-15 19:36:54,,0.754 [0.658 - 0.833],0.286 [0.161 - 0.422],0.056 [0.041 - 0.073],0.019 [0.007 - 0.034],1.301 [0.851 - 1.790],0.313 [0.164 - 0.465],0.659 [0.500 - 0.800],0.924 [0.901 - 0.944],0.399 [0.226 - 0.591],0.314 [0.172 - 0.467],0.349 [0.203 - 0.488],,,,,,,,,,,
