leaf_path,addition,autogluon_runtime_s,span_s,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,,242964,2026-05-13T00:08:15,2026-05-15T19:37:39,3,6,True,multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,,357,2026-05-22T18:31:44,2026-05-22T18:37:41,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/knee,0,,14,2026-05-22T18:37:42,2026-05-22T18:37:56,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,,13,2026-05-22T18:37:56,2026-05-22T18:38:09,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,,363,2026-05-22T18:38:09,2026-05-22T18:44:12,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/knee,0,,14,2026-05-22T18:44:12,2026-05-22T18:44:26,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,,12,2026-05-22T18:44:27,2026-05-22T18:44:39,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP020,0,,333,2026-05-22T18:44:40,2026-05-22T18:50:13,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP050,0,,9,2026-05-22T18:50:14,2026-05-22T18:50:23,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP100,0,,9,2026-05-22T18:50:24,2026-05-22T18:50:33,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP200,0,,10,2026-05-22T18:50:34,2026-05-22T18:50:44,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP500,0,,11,2026-05-22T18:50:44,2026-05-22T18:50:55,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,,11,2026-05-22T15:00:41,2026-05-22T15:00:52,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,,5097,2026-05-15T18:13:05,2026-05-15T19:38:02,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/knee,0,,4839,2026-05-15T18:17:36,2026-05-15T19:38:15,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,,4843,2026-05-15T18:17:38,2026-05-15T19:38:21,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,,4841,2026-05-15T18:17:41,2026-05-15T19:38:22,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/knee,0,,4566,2026-05-15T18:22:16,2026-05-15T19:38:22,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,,4568,2026-05-15T18:22:18,2026-05-15T19:38:26,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP020,0,,4566,2026-05-15T18:22:20,2026-05-15T19:38:26,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP050,0,,4301,2026-05-15T18:26:47,2026-05-15T19:38:28,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP100,0,,4312,2026-05-15T18:26:49,2026-05-15T19:38:41,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP200,0,,4333,2026-05-15T18:26:51,2026-05-15T19:39:04,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/single_AUROC/HP500,0,,4335,2026-05-15T18:26:54,2026-05-15T19:39:09,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,,243053,2026-05-13T00:08:17,2026-05-15T19:39:10,3,6,True,multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,,4329,2026-05-15T18:26:58,2026-05-15T19:39:07,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/knee,0,,3990,2026-05-15T18:32:42,2026-05-15T19:39:12,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,,3987,2026-05-15T18:32:44,2026-05-15T19:39:11,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,,3988,2026-05-15T18:32:46,2026-05-15T19:39:14,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/knee,0,,3627,2026-05-15T18:38:59,2026-05-15T19:39:26,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,,3646,2026-05-15T18:39:01,2026-05-15T19:39:47,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP020,0,,3645,2026-05-15T18:39:04,2026-05-15T19:39:49,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP050,0,,3287,2026-05-15T18:45:04,2026-05-15T19:39:51,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP100,0,,3284,2026-05-15T18:45:07,2026-05-15T19:39:51,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP200,0,,3283,2026-05-15T18:45:09,2026-05-15T19:39:52,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/HyperparameterTuned/single_AUROC/HP500,0,,3283,2026-05-15T18:45:12,2026-05-15T19:39:55,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,,243098,2026-05-13T00:08:19,2026-05-15T19:39:57,3,6,True,multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,,346,2026-05-22T18:50:55,2026-05-22T18:56:41,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/knee,0,,10,2026-05-22T18:56:42,2026-05-22T18:56:52,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,,11,2026-05-22T18:56:52,2026-05-22T18:57:03,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,,355,2026-05-22T18:57:03,2026-05-22T19:02:58,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/knee,0,,11,2026-05-22T19:02:58,2026-05-22T19:03:09,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,,10,2026-05-22T19:03:10,2026-05-22T19:03:20,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP020,0,,343,2026-05-22T19:03:21,2026-05-22T19:09:04,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP050,0,,10,2026-05-22T19:09:05,2026-05-22T19:09:15,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP100,0,,10,2026-05-22T19:09:16,2026-05-22T19:09:26,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP200,0,,10,2026-05-22T19:09:27,2026-05-22T19:09:37,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/HyperparameterTuned/single_AUROC/HP500,0,,11,2026-05-22T19:09:38,2026-05-22T19:09:49,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,,11,2026-05-22T15:00:53,2026-05-22T15:01:04,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,,3297,2026-05-15T18:45:17,2026-05-15T19:40:14,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/knee,0,,2968,2026-05-15T18:51:09,2026-05-15T19:40:37,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,,2971,2026-05-15T18:51:11,2026-05-15T19:40:42,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,,2966,2026-05-15T18:51:13,2026-05-15T19:40:39,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/knee,0,,2623,2026-05-15T18:56:58,2026-05-15T19:40:41,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,,2622,2026-05-15T18:57:01,2026-05-15T19:40:43,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP020,0,,2618,2026-05-15T18:57:03,2026-05-15T19:40:41,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP050,0,,2272,2026-05-15T19:02:52,2026-05-15T19:40:44,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP100,0,,2275,2026-05-15T19:02:55,2026-05-15T19:40:50,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP200,0,,2279,2026-05-15T19:02:57,2026-05-15T19:40:56,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/HyperparameterTuned/single_AUROC/HP500,0,,2278,2026-05-15T19:02:59,2026-05-15T19:40:57,1,1,False,
0/migraine/full_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,,243156,2026-05-13T00:08:21,2026-05-15T19:40:57,3,6,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,,860195,2026-05-13T00:08:23,2026-05-22T23:04:58,6,13,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,,10,2026-05-22T15:01:04,2026-05-22T15:01:14,1,1,False,
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,,1287906,2026-05-13T00:08:25,2026-05-27T21:53:31,3,9,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,,1287269,2026-05-13T00:08:27,2026-05-27T21:42:56,3,9,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,,458651,2026-05-22T15:01:15,2026-05-27T22:25:26,1,4,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,,241471,2026-05-13T00:08:29,2026-05-15T19:13:00,3,6,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,,241476,2026-05-13T00:08:31,2026-05-15T19:13:07,3,6,True,multi_day_gap
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,,11,2026-05-22T15:01:26,2026-05-22T15:01:37,1,1,False,
0/migraine/no_rolling_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,,241484,2026-05-13T00:08:33,2026-05-15T19:13:17,3,6,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,,853895,2026-05-13T00:08:35,2026-05-22T21:20:10,6,10,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,,10,2026-05-22T15:01:38,2026-05-22T15:01:48,1,1,False,
0/migraine/park_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,,241497,2026-05-13T00:08:37,2026-05-15T19:13:34,3,4,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,,1290181,2026-05-13T00:08:39,2026-05-27T22:31:40,3,7,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,,459306,2026-05-22T15:01:49,2026-05-27T22:36:55,1,4,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,,1290483,2026-05-13T00:08:41,2026-05-27T22:36:44,3,7,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,,241516,2026-05-13T00:08:43,2026-05-15T19:13:59,3,4,True,multi_day_gap
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,,10,2026-05-22T15:01:57,2026-05-22T15:02:07,1,1,False,
0/migraine/park_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,,241522,2026-05-13T00:08:45,2026-05-15T19:14:07,3,4,True,multi_day_gap
0/migraine/spano_features/blended_xgb_lr_spano2026/70_15_15/chrono/NonHP,0,,241528,2026-05-13T00:08:47,2026-05-15T19:14:15,6,9,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,,241527,2026-05-13T00:08:57,2026-05-15T19:14:24,6,11,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,,10,2026-05-22T15:02:08,2026-05-22T15:02:18,1,1,False,
0/migraine/spano_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,,1286153,2026-05-13T00:08:59,2026-05-27T21:24:52,3,7,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,,1286120,2026-05-13T00:09:01,2026-05-27T21:24:21,3,7,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,,10,2026-05-22T15:02:19,2026-05-22T15:02:29,1,1,False,
0/migraine/spano_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,,241551,2026-05-13T00:09:03,2026-05-15T19:14:54,3,4,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,,241557,2026-05-13T00:09:05,2026-05-15T19:15:02,3,4,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,,454970,2026-05-22T15:02:30,2026-05-27T21:25:20,1,4,True,multi_day_gap
0/migraine/spano_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,,241563,2026-05-13T00:09:07,2026-05-15T19:15:10,3,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-auto/70_30/stratified,1,1089.23,1022626,2026-05-10T22:21:22,2026-05-22T18:25:08,7,5,True,autogluon-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-auto/80_20/stratified,1,1304.91,1022029,2026-05-10T22:32:14,2026-05-22T18:26:03,4,4,True,autogluon-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,,264552,2026-05-10T22:45:13,2026-05-14T00:14:25,7,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,,721,2026-05-22T15:02:43,2026-05-22T15:14:44,1,1,False,
1/headache/full_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,,264295,2026-05-10T22:49:46,2026-05-14T00:14:41,3,2,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,,1020818,2026-05-10T22:52:45,2026-05-22T18:26:23,3,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/patient,1,,11515,2026-05-22T15:14:47,2026-05-22T18:26:42,1,1,False,
1/headache/full_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,,1020618,2026-05-10T22:56:42,2026-05-22T18:27:00,3,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,,1020445,2026-05-10T22:59:56,2026-05-22T18:27:21,3,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/patient,1,,10849,2026-05-22T15:26:52,2026-05-22T18:27:41,1,1,False,
1/headache/full_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,,1039086,2026-05-10T23:04:49,2026-05-22T23:42:55,3,11,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/chrono,1,,266160,2026-05-10T22:20:12,2026-05-14T00:16:12,6,6,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/patient,1,,17,2026-05-22T15:41:39,2026-05-22T15:41:56,1,1,False,
1/headache/full_features/tabpfn/version_2-5-real/70_15_15/stratified,1,,266170,2026-05-10T22:20:19,2026-05-14T00:16:29,3,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_30/chrono,1,,1022874,2026-05-10T22:20:26,2026-05-22T18:28:20,3,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/70_30/patient,1,,10001,2026-05-22T15:41:59,2026-05-22T18:28:40,1,1,False,
1/headache/full_features/tabpfn/version_2-5-real/70_30/stratified,1,,1022904,2026-05-10T22:20:34,2026-05-22T18:28:58,3,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/80_20/chrono,1,,1022918,2026-05-10T22:20:40,2026-05-22T18:29:18,3,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/80_20/patient,1,,10037,2026-05-22T15:42:20,2026-05-22T18:29:37,1,1,False,
1/headache/full_features/tabpfn/version_2-5-real/80_20/stratified,1,,1022950,2026-05-10T22:20:46,2026-05-22T18:29:56,3,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_15_15/chrono,1,,266225,2026-05-10T22:20:53,2026-05-14T00:17:58,6,19,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_15_15/patient,1,,16,2026-05-22T14:57:20,2026-05-22T14:57:36,1,1,False,
1/headache/full_features/tabpfn/version_2-6/70_15_15/stratified,1,,266235,2026-05-10T22:20:59,2026-05-14T00:18:14,3,6,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_30/chrono,1,,1455704,2026-05-10T22:21:08,2026-05-27T18:42:52,3,12,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_30/patient,1,,10072,2026-05-22T15:42:41,2026-05-22T18:30:33,1,2,False,
1/headache/full_features/tabpfn/version_2-6/70_30/stratified,1,,1022980,2026-05-10T22:21:12,2026-05-22T18:30:52,3,7,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/80_20/chrono,1,,1022999,2026-05-10T22:21:15,2026-05-22T18:31:14,3,6,True,multi_day_gap
1/headache/full_features/tabpfn/version_2-6/80_20/patient,1,,10113,2026-05-22T15:43:02,2026-05-22T18:31:35,1,1,False,
1/headache/full_features/tabpfn/version_2-6/80_20/stratified,1,,1023035,2026-05-10T22:21:19,2026-05-22T18:31:54,3,7,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/70_15_15/chrono,1,,28943,2026-05-13T16:17:14,2026-05-14T00:19:37,3,4,False,
1/headache/full_features/tabpfn/version_3-binary/70_15_15/patient,1,,13,2026-05-22T15:43:23,2026-05-22T15:43:36,1,1,False,
1/headache/full_features/tabpfn/version_3-binary/70_15_15/stratified,1,,28952,2026-05-13T16:17:18,2026-05-14T00:19:50,1,2,False,
1/headache/full_features/tabpfn/version_3-binary/70_30/chrono,1,,1199773,2026-05-13T16:17:22,2026-05-27T13:33:35,1,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/70_30/patient,1,,10126,2026-05-22T15:43:39,2026-05-22T18:32:25,1,1,False,
1/headache/full_features/tabpfn/version_3-binary/70_30/stratified,1,,785714,2026-05-13T16:17:26,2026-05-22T18:32:40,1,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/80_20/chrono,1,,785726,2026-05-13T16:17:30,2026-05-22T18:32:56,1,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/80_20/patient,1,,10150,2026-05-22T15:44:01,2026-05-22T18:33:11,1,1,False,
1/headache/full_features/tabpfn/version_3-binary/80_20/stratified,1,,785751,2026-05-13T16:17:34,2026-05-22T18:33:25,1,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_15_15/chrono,1,,29001,2026-05-13T16:17:38,2026-05-14T00:20:59,3,4,False,
1/headache/full_features/tabpfn/version_3-default/70_15_15/patient,1,,444719,2026-05-22T15:44:22,2026-05-27T19:16:21,1,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_15_15/stratified,1,,29010,2026-05-13T16:17:42,2026-05-14T00:21:12,1,2,False,
1/headache/full_features/tabpfn/version_3-default/70_30/chrono,1,,1199000,2026-05-13T16:17:46,2026-05-27T13:21:06,1,4,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_30/patient,1,,10156,2026-05-22T15:44:38,2026-05-22T18:33:54,1,1,False,
1/headache/full_features/tabpfn/version_3-default/70_30/stratified,1,,785778,2026-05-13T16:17:50,2026-05-22T18:34:08,1,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-default/80_20/chrono,1,,785790,2026-05-13T16:17:54,2026-05-22T18:34:24,1,3,True,multi_day_gap
1/headache/full_features/tabpfn/version_3-default/80_20/patient,1,,10179,2026-05-22T15:45:00,2026-05-22T18:34:39,1,1,False,
1/headache/full_features/tabpfn/version_3-default/80_20/stratified,1,,1219594,2026-05-13T16:17:58,2026-05-27T19:04:32,1,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,,263585,2026-05-10T23:09:17,2026-05-14T00:22:22,8,5,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,,540,2026-05-22T15:45:21,2026-05-22T15:54:21,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,,266789,2026-05-10T22:16:07,2026-05-14T00:22:36,4,3,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,,266669,2026-05-10T22:18:22,2026-05-14T00:22:51,3,3,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/patient,1,,541,2026-05-22T15:54:25,2026-05-22T16:03:26,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,,260065,2026-05-11T00:08:42,2026-05-14T00:23:07,2,2,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,,259966,2026-05-11T00:10:37,2026-05-14T00:23:23,3,2,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/patient,1,,498,2026-05-22T16:03:28,2026-05-22T16:11:46,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,,259909,2026-05-11T00:11:49,2026-05-14T00:23:38,3,4,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/chrono,1,,263733,2026-05-10T23:08:21,2026-05-14T00:23:54,7,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/patient,1,,13,2026-05-22T16:11:49,2026-05-22T16:12:02,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/stratified,1,,1456566,2026-05-10T23:08:30,2026-05-27T19:44:36,2,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/chrono,1,,263742,2026-05-10T23:08:41,2026-05-14T00:24:23,3,3,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/patient,1,,15,2026-05-22T16:12:05,2026-05-22T16:12:20,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/stratified,1,,263752,2026-05-10T23:08:47,2026-05-14T00:24:39,3,3,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/chrono,1,,263762,2026-05-10T23:08:53,2026-05-14T00:24:55,3,3,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/patient,1,,15,2026-05-22T16:12:23,2026-05-22T16:12:38,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/stratified,1,,263774,2026-05-10T23:08:56,2026-05-14T00:25:10,4,4,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/chrono,1,,263785,2026-05-10T23:08:59,2026-05-14T00:25:24,6,12,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/patient,1,,14,2026-05-22T16:12:41,2026-05-22T16:12:55,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/stratified,1,,263796,2026-05-10T23:09:02,2026-05-14T00:25:38,3,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/chrono,1,,263808,2026-05-10T23:09:05,2026-05-14T00:25:53,3,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/patient,1,,14,2026-05-22T16:12:58,2026-05-22T16:13:12,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/stratified,1,,263819,2026-05-10T23:09:08,2026-05-14T00:26:07,2,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/chrono,1,,263832,2026-05-10T23:09:11,2026-05-14T00:26:23,3,5,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/patient,1,,15,2026-05-22T16:13:15,2026-05-22T16:13:30,1,1,False,
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/stratified,1,,263843,2026-05-10T23:09:14,2026-05-14T00:26:37,4,6,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/chrono,1,,26513,2026-05-13T17:04:57,2026-05-14T00:26:50,3,4,False,
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/patient,1,,13,2026-05-22T16:13:42,2026-05-22T16:13:55,1,1,False,
