# metric: mean |SHAP|
rank,feature,value
1,migraine_rate_last3,0.03005822
2,migraine_rate_last7,0.02773142
3,headache_free_streak,0.01876965
4,days_since_last_migraine,0.01400083
5,migraine_yesterday,0.00575547
6,inappropriate_lighting,0.00564834
7,days_since_last_record,0.00387478
8,menstruation_today,0.00385429
9,consecutive_sedentary_days,0.00337416
10,inappropriate_lighting_today,0.00328113
11,sleep_variability_7day,0.00327860
12,recent_weekend_sleep_issues,0.00262957
13,dow,0.00261624
14,sleep_debt_3day,0.00249976
15,sleep_disruption_today,0.00236166
16,weather_instability_3day,0.00214930
17,moderate_exercise_min,0.00209384
18,consecutive_exercise_days,0.00196553
19,exercise_days_7day,0.00193126
20,consecutive_weather_changes,0.00190279
21,consecutive_stress_days,0.00174884
22,excessive_smoking_today,0.00170446
23,physical_fatigue_today,0.00168092
24,weather_change_yesterday,0.00165446
25,weather_headache_interaction,0.00161843
26,no_exercise_today,0.00159991
27,lack_of_sleep_today,0.00159327
28,vigorous_exercise_min,0.00159235
29,stress_drop_today,0.00156102
30,sunlight,0.00153581
31,consecutive_trigger_days,0.00146826
32,oversleeping_today,0.00144508
33,weather_change_today,0.00137304
34,ovulation_today,0.00134651
35,exercise_today,0.00130901
36,specific_smells_today,0.00128005
37,sunlight_today,0.00124458
38,exercise_as_trigger,0.00121536
39,overeating_today,0.00120319
40,exercise_as_trigger_today,0.00118140
41,alcohol_today,0.00117165
42,travel_today,0.00117142
43,stress_today,0.00113865
44,any_sleep_issue_today,0.00113182
45,excessive_caffeine_today,0.00111890
46,emotional_changes_today,0.00111667
47,irregular_meals_today,0.00110844
48,recording_gap_flag,0.00109832
49,noise_today,0.00105216
50,excessive_smoking,0.00102768
51,cheese_chocolate_today,0.00085108
52,cheese_chocolate,0.00076439
