# metric: mean |SHAP|
rank,feature,value
1,migraine_rate_last3,0.03112498
2,migraine_rate_last7,0.02707306
3,headache_free_streak,0.01878158
4,days_since_last_migraine,0.01416921
5,migraine_yesterday,0.00593735
6,inappropriate_lighting,0.00551972
7,days_since_last_record,0.00403759
8,menstruation_today,0.00360796
9,inappropriate_lighting_today,0.00327943
10,consecutive_sedentary_days,0.00314121
11,recent_weekend_sleep_issues,0.00309679
12,sleep_debt_3day,0.00282130
13,dow,0.00277445
14,sleep_variability_7day,0.00271070
15,weather_instability_3day,0.00241642
16,sleep_disruption_today,0.00224823
17,exercise_today,0.00213465
18,moderate_exercise_min,0.00210390
19,consecutive_weather_changes,0.00210335
20,consecutive_exercise_days,0.00202617
21,exercise_days_7day,0.00192591
22,physical_fatigue_today,0.00191894
23,consecutive_stress_days,0.00179789
24,consecutive_trigger_days,0.00172774
25,excessive_smoking_today,0.00172479
26,vigorous_exercise_min,0.00161677
27,weather_headache_interaction,0.00148646
28,stress_drop_today,0.00145451
29,stress_today,0.00144561
30,weather_change_yesterday,0.00144434
31,any_sleep_issue_today,0.00139635
32,emotional_changes_today,0.00136393
33,lack_of_sleep_today,0.00134583
34,no_exercise_today,0.00133942
35,recording_gap_flag,0.00132069
36,alcohol_today,0.00129707
37,cheese_chocolate_today,0.00127018
38,overeating_today,0.00124713
39,ovulation_today,0.00124084
40,exercise_as_trigger,0.00119969
41,specific_smells_today,0.00116076
42,excessive_smoking,0.00115942
43,sunlight_today,0.00115057
44,exercise_as_trigger_today,0.00114811
45,irregular_meals_today,0.00110964
46,excessive_caffeine_today,0.00109977
47,oversleeping_today,0.00105369
48,cheese_chocolate,0.00104579
49,sunlight,0.00102427
50,travel_today,0.00101084
51,noise_today,0.00098512
52,weather_change_today,0.00085771
