# metric: mean |SHAP|
rank,feature,value
1,migraine_rate_last3,0.03108854
2,migraine_rate_last7,0.02750744
3,headache_free_streak,0.01880587
4,days_since_last_migraine,0.01442159
5,migraine_yesterday,0.00599021
6,inappropriate_lighting,0.00539592
7,days_since_last_record,0.00393467
8,inappropriate_lighting_today,0.00378567
9,menstruation_today,0.00378271
10,consecutive_sedentary_days,0.00330688
11,recent_weekend_sleep_issues,0.00315555
12,sleep_variability_7day,0.00300477
13,sleep_debt_3day,0.00255536
14,sleep_disruption_today,0.00217551
15,consecutive_exercise_days,0.00215658
16,dow,0.00214899
17,consecutive_stress_days,0.00202822
18,vigorous_exercise_min,0.00195436
19,exercise_today,0.00194302
20,moderate_exercise_min,0.00192618
21,exercise_days_7day,0.00185470
22,weather_instability_3day,0.00184662
23,consecutive_weather_changes,0.00178141
24,weather_change_yesterday,0.00172946
25,physical_fatigue_today,0.00170154
26,ovulation_today,0.00161598
27,consecutive_trigger_days,0.00153737
28,lack_of_sleep_today,0.00145818
29,stress_today,0.00143296
30,specific_smells_today,0.00141118
31,weather_headache_interaction,0.00140218
32,exercise_as_trigger,0.00134587
33,no_exercise_today,0.00132649
34,irregular_meals_today,0.00130048
35,alcohol_today,0.00125606
36,excessive_caffeine_today,0.00122907
37,cheese_chocolate,0.00121981
38,overeating_today,0.00120097
39,stress_drop_today,0.00120030
40,travel_today,0.00119300
41,excessive_smoking_today,0.00118365
42,sunlight,0.00117159
43,oversleeping_today,0.00114716
44,exercise_as_trigger_today,0.00114566
45,weather_change_today,0.00108342
46,emotional_changes_today,0.00108080
47,noise_today,0.00106722
48,excessive_smoking,0.00106197
49,any_sleep_issue_today,0.00104657
50,cheese_chocolate_today,0.00102452
51,sunlight_today,0.00102286
52,recording_gap_flag,0.00092472
