# metric: mean |SHAP|
rank,feature,value
1,migraine_rate_last3,0.03028665
2,migraine_rate_last7,0.02741902
3,headache_free_streak,0.01847045
4,days_since_last_migraine,0.01436247
5,migraine_yesterday,0.00589783
6,inappropriate_lighting,0.00548885
7,inappropriate_lighting_today,0.00395816
8,menstruation_today,0.00374492
9,days_since_last_record,0.00373477
10,consecutive_sedentary_days,0.00295086
11,weather_instability_3day,0.00258674
12,sleep_debt_3day,0.00254632
13,dow,0.00253124
14,recent_weekend_sleep_issues,0.00252594
15,moderate_exercise_min,0.00242111
16,sleep_disruption_today,0.00230652
17,exercise_days_7day,0.00214760
18,sleep_variability_7day,0.00211703
19,consecutive_trigger_days,0.00195906
20,consecutive_weather_changes,0.00195827
21,consecutive_stress_days,0.00195382
22,excessive_smoking_today,0.00176895
23,physical_fatigue_today,0.00171378
24,weather_headache_interaction,0.00168204
25,lack_of_sleep_today,0.00161501
26,vigorous_exercise_min,0.00159368
27,any_sleep_issue_today,0.00157509
28,sunlight,0.00157462
29,consecutive_exercise_days,0.00156879
30,exercise_today,0.00155676
31,emotional_changes_today,0.00142204
32,excessive_smoking,0.00139045
33,no_exercise_today,0.00139040
34,weather_change_today,0.00138272
35,weather_change_yesterday,0.00133413
36,stress_today,0.00132715
37,stress_drop_today,0.00130899
38,oversleeping_today,0.00128182
39,ovulation_today,0.00127179
40,exercise_as_trigger_today,0.00126555
41,overeating_today,0.00125458
42,excessive_caffeine_today,0.00123477
43,noise_today,0.00120975
44,alcohol_today,0.00120876
45,cheese_chocolate_today,0.00117297
46,cheese_chocolate,0.00114582
47,recording_gap_flag,0.00113512
48,exercise_as_trigger,0.00111403
49,sunlight_today,0.00109318
50,irregular_meals_today,0.00103158
51,specific_smells_today,0.00098997
52,travel_today,0.00088230
